Id,ict-index,influence,creativity,threat,value_form,web_name,now_cost,position,team,minutes,bps,points-per-game,points-last-game,playing-chance,big_chances_created,attempted_passes,completed_passes,was_home,clean_sheets,assists,open_play_crosses,dribbles
328,20.2,192.0,10.0,0.0,0.2,Butland,50,GK,STK,810,147,2.6,1,,0,31,15,True,0,0,0,0
330,11.9,86.2,11.4,22.0,0.1,Shawcross,48,DF,STK,360,50,2.8,1,50,0,37,27,True,0,0,0,0
331,16.2,95.2,26.1,40.0,0.2,Cameron,44,DF,STK,563,93,1.9,1,100,0,47,27,True,0,0,0,2
332,24.0,127.0,105.9,6.0,0.1,Pieters,49,DF,STK,808,120,1.4,1,100,1,48,32,True,0,0,2,0
335,4.4,17.4,18.5,8.0,0.1,Johnson,42,DF,STK,149,23,0.3,0,,0,23,20,True,0,0,2,0
337,30.9,112.4,123.7,73.0,0.2,Allen,53,MD,STK,713,97,2.3,2,75,0,47,41,True,0,0,1,2
340,14.4,10.4,71.9,63.0,0.1,Arnautovic,69,MD,WHU,337,17,1.0,2,100,0,28,19,True,0,0,0,0
342,57.6,165.0,296.4,113.0,0.4,Shaqiri,60,MD,STK,650,116,3.4,0,50,0,0,0,True,0,0,0,0
345,6.5,25.0,30.0,10.0,0.1,Sobhi,47,MD,STK,195,35,1.8,0,,0,0,0,True,0,0,0,0
346,26.6,99.8,128.2,38.0,0.4,Fletcher,49,MD,STK,810,101,2.1,2,100,0,47,38,True,0,0,1,1
347,21.0,74.4,45.2,90.0,0.5,Crouch,49,ST,STK,132,63,2.7,1,75,0,8,3,True,0,0,0,0
348,49.8,186.4,73.5,238.0,1.5,Diouf,55,ST,STK,720,146,4.8,7,100,0,21,13,True,0,0,0,1
349,11.2,27.6,29.8,57.0,0.1,Berahino,57,ST,STK,230,18,1.8,1,,0,2,1,True,0,0,0,0
350,23.9,238.8,0.0,0.0,0.8,Fabianski,46,GK,SWA,810,200,4.6,2,,0,17,11,True,0,0,0,0
352,32.9,196.0,108.6,23.0,0.7,Naughton,46,DF,SWA,807,183,4.0,1,,0,61,44,True,0,0,1,1
354,27.3,231.4,13.7,27.0,0.6,Fernndez,45,DF,SWA,810,185,3.8,-1,,0,48,39,True,0,0,0,0
356,6.6,42.8,1.0,21.0,0.0,van der Hoorn,44,DF,SWA,198,57,4.3,0,,0,0,0,True,0,0,0,0
357,24.8,194.0,2.3,51.0,1.1,Mawson,50,DF,SWA,810,184,4.1,8,,0,51,43,True,0,0,0,0
358,20.7,99.0,92.2,16.0,0.9,Olsson,50,DF,SWA,806,156,3.8,1,,0,38,29,True,0,0,3,0
359,45.8,81.8,216.5,159.0,0.2,Sigurdsson,81,MD,EVE,659,81,1.9,2,,0,24,18,True,0,0,1,0
360,3.7,13.4,18.4,8.0,0.1,Routledge,53,MD,SWA,145,9,1.2,1,,0,5,4,True,0,0,0,0
361,1.6,11.8,5.0,0.0,0.4,Britton,45,MD,SWA,269,25,2.3,1,100,0,17,15,True,0,0,0,0
365,23.0,96.8,88.3,44.0,0.2,Fer,54,MD,SWA,599,83,2.0,0,0,0,0,0,True,0,0,0,0
367,44.3,134.0,239.7,69.0,0.9,Carroll,45,MD,SWA,805,131,2.9,2,,0,68,55,True,0,0,0,0
370,4.3,17.0,19.2,7.0,0.1,Mesa,44,MD,SWA,132,23,1.3,0,,0,0,0,True,0,0,0,0
373,35.6,130.4,90.1,134.0,0.8,Ayew,50,ST,SWA,810,104,3.1,5,100,0,38,28,True,0,1,0,1
374,47.6,170.8,43.9,263.0,1.0,Abraham,58,ST,SWA,715,132,4.6,2,100,0,13,10,True,0,0,0,0
375,15.0,150.8,0.0,0.0,1.0,Lloris,55,GK,TOT,810,177,4.3,4,,0,32,14,True,0,0,0,0
377,25.9,173.4,52.7,32.0,0.8,Alderweireld,60,DF,TOT,810,188,4.0,2,,0,35,32,True,0,0,0,0
379,26.2,135.6,106.1,22.0,0.7,Walker,66,DF,MCI,673,190,5.4,6,100,0,66,54,True,1,0,2,0
380,35.5,198.2,79.4,77.0,0.9,Vertonghen,60,DF,TOT,810,202,4.2,5,,0,35,26,True,0,1,0,0
381,55.8,211.4,235.4,110.0,0.9,Davies,58,DF,TOT,529,177,8.2,0,100,0,0,0,True,0,0,0,0
382,40.5,183.2,209.2,12.0,1.7,Trippier,56,DF,TOT,633,210,6.0,6,100,1,40,26,True,0,1,0,0
383,6.0,57.8,1.7,0.0,0.2,Wimmer,44,DF,STK,315,32,0.8,0,100,0,0,0,True,0,0,0,0
384,27.9,122.8,85.4,69.0,0.5,Dier,49,MD,TOT,706,107,2.2,1,,0,8,6,True,0,0,0,0
385,13.1,46.8,49.7,35.0,0.0,Dembl,49,MD,TOT,288,58,2.0,0,0,0,0,0,True,0,0,0,0
387,91.6,250.2,362.3,303.0,0.5,Eriksen,97,MD,TOT,743,218,6.4,2,100,0,36,28,True,0,0,0,0
388,74.8,205.8,245.2,296.0,0.5,Alli,93,MD,TOT,801,144,5.2,9,,1,30,25,True,0,0,0,1
389,6.2,23.4,25.2,14.0,0.0,Wanyama,48,MD,TOT,98,14,1.5,0,0,0,0,0,True,0,0,0,0
390,33.4,71.2,94.0,170.0,0.5,Son,79,MD,TOT,346,65,2.5,7,100,0,14,10,True,0,0,0,0
